,subject,MU,OSPAN,RAPM,Tau
0,1,-0.08152390210127107,-0.3229533683782113,1.3420091496576434,102.72108886
1,2,0.9559065867414476,0.9183986413255372,-0.6209296065580149,97.656616825
2,3,1.1306910712747311,0.3633225394254865,0.9494213984145116,102.457896015
3,4,0.4653823882125532,1.1202444965619192,-0.2283418553148831,150.668076445
4,5,0.8995244949565181,1.009229276181909,1.7345969009007751,112.829027365
5,6,0.4202767147846084,1.009229276181909,-1.406105109044278,111.234232405
6,7,-1.3726738039761772,1.009229276181909,-1.0135173578011465,165.88452799499996
7,8,-0.7637472126989288,0.8679371775164416,0.9494213984145116,96.223101565
8,9,2.1173776775110134,1.291813473512844,0.9494213984145116,115.34775786
9,10,0.04815490900406864,-1.0495984472291855,0.5568336471713803,119.37426818
10,11,1.1983495814166487,-1.4028286938928538,-1.406105109044278,142.146800865
11,12,0.6965489645307671,0.2422150262836573,0.5568336471713803,57.27464181000001
12,13,-1.2429949928708373,0.04036917104727528,0.9494213984145116,108.383219015
13,14,-1.180974691907414,-0.22203044076002024,-1.7986928602874095,144.647528585
14,15,-0.9103406513397478,1.009229276181909,-1.0135173578011465,68.69525001
15,16,-0.1999262948496251,-0.39359941771094503,-0.6209296065580149,80.571433165
16,17,0.3582564138211852,0.9587678123728146,0.5568336471713803,102.760262175
17,18,0.16091909257392903,1.1202444965619192,0.9494213984145116,147.77343081
18,19,1.0292033060618568,-0.7165527860891562,0.16424589592824848,155.064370935
19,20,0.12145162832447726,1.291813473512844,-1.406105109044278,125.77285106
20,21,1.3505812292359602,-0.08073834209455169,0.16424589592824848,113.759184435
21,22,-0.3859871977398959,-2.1597506510292868,-1.7986928602874095,104.8016951
22,23,0.8431424031715873,-1.917535624745627,0.9494213984145116,97.249310955
23,24,-2.297340109249036,-0.8982140558019001,-0.6209296065580149,166.20908179999995
24,25,-0.5213042180237284,-0.12110751314182923,0.5568336471713803,103.882306395
25,26,-1.1358690184794695,0.04036917104727528,0.16424589592824848,143.560290795
26,27,-0.4705603354172912,0.16147668418910566,-0.6209296065580149,92.869973855
27,28,0.06506953653954706,0.2825841973309348,-0.2283418553148831,157.35076157
28,29,-0.2393937590990762,0.4642454670436775,1.7345969009007751,106.373291125
29,30,1.271646300737057,0.5752606874236887,0.16424589592824848,96.133515415
30,31,-0.40290182527537505,0.15138439142728652,-1.0135173578011465,174.72826594
31,32,-0.4085400344538677,0.25230731904547754,-0.6209296065580149,158.75719993
32,33,0.20602476600187314,0.7468296643746124,0.9494213984145116,144.3962637
33,34,0.20038655682337947,1.0798753255146438,0.5568336471713803,116.739650225
34,35,1.2039877905951404,1.1202444965619192,-0.6209296065580149,141.77867178
35,36,-1.2542714112278237,0.1412920986654663,0.5568336471713803,144.553224845
36,37,-0.6002391465226312,-0.010092292761819102,0.5568336471713803,95.439153295
37,38,0.6232522452103577,0.9183986413255372,2.1271846521439066,199.50762562
38,39,-0.5664098914516732,-0.3431379539018495,-0.2283418553148831,113.360207275
39,40,0.2003865568233801,-0.3330456611400292,0.9494213984145116,71.455605095
40,41,1.5479185504832158,0.9587678123728146,0.16424589592824848,127.047888035
41,42,-0.5100277996667424,-2.099196894458371,-0.2283418553148831,113.21878572
42,43,-0.7299179576279708,0.6358144439946034,-0.6209296065580149,101.81245852
43,44,-0.8483203503763247,-0.9486755196109944,-1.406105109044278,156.33141367
44,45,-0.14918241224318793,0.5348915163764124,0.16424589592824848,155.240928025
45,46,0.5217644799974834,0.6156298584709641,0.16424589592824848,129.70225748500002
46,47,-1.4459705232965867,-0.4036917104727629,0.5568336471713803,87.148174695
47,48,-0.3014140600625004,0.5247992236145933,0.16424589592824848,143.337297615
48,49,0.27368327614379,-0.6459067367564225,0.5568336471713803,179.69248557
49,50,-0.5043895904882496,0.7064604933273371,0.5568336471713803,109.53778844
50,51,1.5648331780186957,-0.21193814799820115,1.3420091496576434,107.521968245
51,52,-0.00822718278086217,-0.10092292761819102,0.16424589592824848,144.272228815
52,53,-1.8801126300405504,-4.0066402264421805,-1.406105109044278,150.044068255
53,54,0.5048498524620038,0.6660913222800596,-0.6209296065580149,126.182345545
54,55,-1.7842630740061691,0.0,-1.7986928602874095,107.32506305
55,56,-0.2393937590990762,-0.03027687828545618,-0.2283418553148831,124.86735692
56,57,-0.3014140600625004,-1.3826441083692158,-1.0135173578011465,169.89752879
57,58,-1.4741615691890517,-0.908306348563718,-1.406105109044278,185.35665055
58,59,0.6063376176748779,-1.009229276181909,1.7345969009007751,161.741166915
59,60,-0.5269424272022217,-2.0487354306492755,0.9494213984145116,111.54174584
60,61,-1.468523360010559,-0.4642454670436787,-1.0135173578011465,174.297160735
61,62,0.8205895664576139,0.0908306348563708,-0.2283418553148831,174.54364455
62,63,-0.284499432527021,0.4642454670436775,0.5568336471713803,119.832998315
63,64,0.4484677606770736,0.5752606874236887,0.9494213984145116,154.77593909
64,65,2.4669466465775827,0.4238762959964023,-1.0135173578011465,85.862652825
65,66,0.6683579186383025,0.9183986413255372,0.16424589592824848,125.289691145
66,67,-1.3501209672622048,-1.7055974767474271,-1.0135173578011465,136.00668715999998
67,68,-0.9441699064107066,0.8679371775164416,0.16424589592824848,162.73317965
68,69,0.7134635920662473,-0.5449838091382315,-1.0135173578011465,142.88156676
69,70,1.8467436369433468,1.291813473512844,-2.1912806115305408,83.06421073
70,71,-1.1527836460149483,-2.270765871409296,-0.6209296065580149,136.89248385500002
71,72,2.280885743687312,1.1202444965619192,2.1271846521439066,146.08773169999998
72,73,-0.391625406918389,0.6156298584709641,-0.2283418553148831,228.14466335
73,74,-1.0794869266945386,-1.5542130853201406,0.5568336471713803,98.41985779
74,75,0.16091909257392964,-0.03027687828545618,1.3420091496576434,154.08819612
75,76,-1.2599096204063165,-0.2926764900927539,0.16424589592824848,208.216485355
76,77,-0.002588973602369152,0.9183986413255372,-1.0135173578011465,95.8966296
77,78,-0.7524707943419428,0.38350712494912587,0.5568336471713803,107.77053297
78,79,0.4371913423200875,1.1202444965619192,0.9494213984145116,90.69739476
79,81,-1.1584218551934415,-1.8872587464601696,-0.2283418553148831,149.95807135
80,82,1.311113764986509,0.4642454670436775,0.16424589592824848,80.19051521
81,83,-0.977999161481664,0.7064604933273371,-1.0135173578011465,223.18885745
82,84,1.9933370755841664,0.5651683946618685,2.1271846521439066,138.94181344
83,85,-1.2486332020493305,-0.3330456611400292,-1.406105109044278,126.487023565
84,87,-1.186612901085907,0.2825841973309348,0.5568336471713803,164.71175628
85,88,2.015889912298138,-0.3330456611400292,-1.406105109044278,89.96488568999997
86,89,-0.41417824363236105,0.8477525919928034,0.16424589592824848,214.70252356
87,90,-0.36907257020441625,0.11101522038001012,-1.406105109044278,99.34192524
88,91,0.11581341914598485,-2.704734460167517,0.16424589592824848,108.624369395
89,92,-0.5325806363807147,0.4945223453291349,1.3420091496576434,117.856660615
90,93,0.7698456838511775,0.0908306348563708,-1.0135173578011465,145.79091399499995
91,94,0.3526182046426929,0.8477525919928034,-1.406105109044278,151.48685547000005
92,95,-0.3014140600625004,0.5046146380909551,0.16424589592824848,138.269286265
93,96,0.4992116432835113,0.7468296643746124,0.5568336471713803,117.64850486
94,97,0.3413417862857062,-0.1816612697127427,0.16424589592824848,94.89727487
95,98,1.0066504693478855,-0.4642454670436787,0.5568336471713803,142.65622416500003
96,99,1.096861816203773,-0.6257221512327832,1.7345969009007751,134.467816635
97,100,-0.31832868759797944,-0.12110751314182923,-0.6209296065580149,115.391555855
